IDX,mean_ndvi_2022-06-02,mean_ndvi_2022-06-17,mean_ndvi_2022-06-07,mean_ndvi_2022-06-27,mean_ndvi_2022-06-22,mean_ndvi_2022-06-12,mean_ndre_2022-06-02,mean_ndre_2022-06-17,mean_ndre_2022-06-07,mean_ndre_2022-06-27,mean_ndre_2022-06-22,mean_ndre_2022-06-12,IDX,sum_ndvi_2022-06-02,sum_ndvi_2022-06-17,sum_ndvi_2022-06-07,sum_ndvi_2022-06-27,sum_ndvi_2022-06-22,sum_ndvi_2022-06-12,sum_ndre_2022-06-02,sum_ndre_2022-06-17,sum_ndre_2022-06-07,sum_ndre_2022-06-27,sum_ndre_2022-06-22,sum_ndre_2022-06-12
3942,0.007476411960018109,0.2127703350866087,0.18084413042287567,-0.0077050013056220775,0.03847764968411478,0.21989588925884906,-0.017072965787758528,0.1517137726781239,0.1237459981978032,-0.027110648241502125,-0.0036537221342088978,0.15333288888355717,3942,0.5308252491612857,15.106693791149217,12.839933260024173,-0.5470550926991675,2.7319131275721493,15.612608137378283,-1.2121805709308555,10.771677860146795,8.785965872044027,-1.9248560251466509,-0.25941427152883173,10.88663511073256
4053,0.008708933354730414,0.2020584995264399,0.1650456686788255,-0.0054598499614404265,-0.019583986693047915,0.1988123692947914,-0.007737753379226725,0.13488629075599046,0.1060430193136325,-0.02560667459002825,-0.039130129152840705,0.1287979661240226,4053,1.6895330708177,39.19934890812934,32.018859723692145,-1.0592108925194428,-3.7992934184512954,38.569599643189534,-1.5011241555699846,26.167940406662147,20.572345746844704,-4.967694870465481,-7.591245055651097,24.986805428060386
4196,0.20457577926079018,0.1929386520555124,0.15674524178876795,0.001064647090296338,-0.011448087035602933,0.1866423150688147,0.22634690532533708,0.12865776242585927,0.09565639535042085,-0.023633105798599074,-0.04508807153855535,0.11709020264342655,4196,19.639274809035857,18.52211059732919,15.047543211721724,0.10220612066844846,-1.0990163554178816,17.917662246606213,21.72930291123236,12.35114519288249,9.183013953640401,-2.268778156665511,-4.328454867701313,11.240659453768949
4422,-0.001837647991757089,0.198716591902953,0.1813427211269491,-0.009038437144779943,-0.002893956806626177,0.21542823393981722,-0.036877994154296954,0.132829284745391,0.11387893158684305,-0.028160211389675657,-0.029515738598704908,0.13608861202434913,4422,-0.10474593553015407,11.32684573846832,10.336535104236098,-0.5151909172524568,-0.16495553797769208,12.279409334569582,-2.1020456667949263,7.571269230487287,6.491099100450054,-1.6051320492115124,-1.6823971001261797,7.7570508853879
4424,-0.04676209283678191,0.20548152280363527,0.18570757721097278,-0.01025040966809242,-0.005376541780280527,0.21823700563116044,-0.0942551479805548,0.14517838185831325,0.12455566838931278,-0.0288221479983803,-0.031291626093822744,0.14820779875859866,4424,-1.7301974349609308,7.602816343734505,6.871180356805993,-0.37926515771941954,-0.1989320458703795,8.074769208352937,-3.4874404752805277,5.37160012875759,4.608559730404573,-1.0664194759400711,-1.1577901654714415,5.48368855406815
3882,0.0005918491361654385,0.22486520946635452,0.18962633047632066,-0.004973985796906293,0.062245579007965464,0.23351470992835316,-0.018171755408306685,0.1592563116713329,0.12956089561567358,-0.02439197137948016,0.04125490948033066,0.15971539548786778,3882,0.033143551625264556,12.592451730115853,10.619074506673957,-0.2785432046267524,3.485752424446066,13.076823755987776,-1.0176183028651744,8.918353453594642,7.255410154477721,-1.365950397250889,2.310274930898517,8.944062147320595
4732,0.25624543676785344,0.1777468812217337,0.14113332507352483,-0.0006393567424101583,-0.05428090919844213,0.1700758344283176,0.25211035856309916,0.11416316860088876,0.0808824621679879,-0.03074896959181561,-0.10370772250174883,0.10190735323497953,4732,9.224835723642723,6.398887723982414,5.080799702646894,-0.0230168427267657,-1.9541127311439168,6.122730039419434,9.07597290827157,4.109874069631996,2.9117686380475645,-1.106962905305362,-3.733478010062958,3.668664716459263
3553,0.036758823365495824,0.1198552052130903,0.11641151858847808,-0.006665990705653675,-0.0026436970959803573,0.10655929035833445,0.028543868072022374,0.07620794761395483,0.07095270277393423,-0.026473855799232084,-0.03169789567572757,0.05999168918217972,3553,2.756911752412187,8.989140390981772,8.730863894135856,-0.4999493029240257,-0.1982772821985268,7.991946776875084,2.140790105401678,5.715596071046612,5.321452708045067,-1.9855391849424062,-2.377342175679568,4.499376688663479
3582,0.1156269993239312,0.21608109155552557,0.1763527478857893,0.004865472800519855,-0.002794858304314505,0.2092272416387304,0.0915893019374318,0.14404622803453848,0.11056993666165864,-0.022402475136793044,-0.035854478218951796,0.13156873062070595,3582,6.590738961464078,12.316622218664957,10.052106629489991,0.27733194962963176,-0.15930692334592678,11.925952773407634,5.220590210433612,8.210634997968693,6.3024863897145424,-1.2769410827972034,-2.0437052584802524,7.499417645380239
3914,0.17255847096102025,0.31594087295828,0.2916764013118253,0.005313633147867869,-0.02869033353707477,0.3645014865397951,0.1278668869317516,0.21020454603949063,0.20028127504484164,-0.022136758932456032,-0.06350669740363223,0.2433468893843765,3914,22.260042753971614,40.75637261161812,37.626255769225466,0.685458676074955,-3.7010530262826453,47.020691763633565,16.494828414195958,27.116386439094292,25.83628448078457,-2.8556419022868282,-8.192363965068557,31.39174873058457
3998,-0.04862021505382013,0.2271254970774861,0.20371515705462542,-0.006980316642397973,0.011323331323264484,0.2536537816786206,-0.0827527011734857,0.15148280899371988,0.13274439027749665,-0.027303658726231982,-0.021211192673721433,0.16339118562022603,3998,-2.8199724731215676,13.173278830494194,11.815479109168274,-0.4048583652590824,0.6567532167493401,14.711919337359996,-4.799656668062171,8.786002921635752,7.699174636094806,-1.583612206121455,-1.230249175075843,9.47668876597311
4156,-0.02258213756790741,0.20601049780230646,0.17768448649916185,-0.004524013349604875,0.016386303826855003,0.21570598981921552,-0.05936319751825201,0.14606744135072042,0.1222188411247505,-0.024723870544866713,-0.011739110629751966,0.14703780934363928,4156,-2.5066172700377227,22.867165256056015,19.722978001406965,-0.5021654818061411,1.8188797247809052,23.94336486993292,-6.589314924525973,16.213485989929968,13.566291364847306,-2.744349630480205,-1.3030412799024682,16.321196837143958
4245,0.002301049317138844,0.19282554445729927,0.18496826326599652,-0.006524370152732699,0.0155281106495753,0.21315120157443188,-0.03906032443791141,0.13922784970023636,0.1344424764647228,-0.02767662353468433,-0.007468187496824657,0.15358259052037515,4245,0.09894512063697031,8.291498411663868,7.953635320437851,-0.28054791656750605,0.6677087579317379,9.165501667700571,-1.6795939508301907,5.986797537110164,5.78102648798308,-1.190094811991426,-0.32113206236346026,6.604051392376132
4261,0.00017252770774520997,0.1814643467980725,0.16448851496785324,-0.0008037201379987014,0.012327207877943315,0.18284318900350624,-0.014316107690479165,0.11752121748005943,0.10649432389319656,-0.020159957232437138,-0.022746566592127013,0.11523435042171938,4261,0.035885763211003674,37.744584133999076,34.213611113313476,-0.1671737887037299,2.5640592386122094,38.0313833127293,-2.977750399619666,24.444413235852362,22.150819369784884,-4.193271104346925,-4.7312858511624185,23.96874488771763
4263,0.13232465620041967,0.2218479000936428,0.21491711157710838,-0.008402525556153864,0.03263829989344912,0.2618118832222543,0.14876100080768062,0.13977789184249997,0.1435285260708006,-0.02633033526842834,0.005760696876455521,0.17048846894532166,4263,13.232465620041967,22.18479000936428,21.49171115771084,-0.8402525556153864,3.263829989344912,26.18118832222543,14.876100080768062,13.977789184249998,14.352852607080061,-2.633033526842834,0.5760696876455521,17.048846894532165
5246,0.005992455902897741,0.21413910427840468,0.20262568532568279,-0.00702591191854299,-0.012471227311634456,0.23221537110749277,-0.005717275569861807,0.1488327594134763,0.13791840950564732,-0.026320487571836398,-0.04620476505870574,0.15567307173783382,5246,0.4973738399405125,17.77354565510759,16.817931882031672,-0.5831506892390682,-1.0351118668656598,19.2738758019219,-0.47453387229852995,12.353119031318533,11.447227988968727,-2.184600468462421,-3.834995499872577,12.920864954240207
3502,0.18518894381936918,0.21813016895605017,0.187833795358135,-0.0019677618551283884,-0.03185412671820722,0.22908608964239277,0.22432550681194333,0.14376316744140047,0.12037654995620813,-0.027777718137988586,-0.06431077342264328,0.14732852750939915,3502,46.29723595484229,54.53254223901254,46.958448839533744,-0.49194046378209705,-7.963531679551805,57.271522410598195,56.08137670298583,35.94079186035012,30.09413748905203,-6.9444295344971465,-16.07769335566082,36.83213187734979
4285,0.1507574438860988,0.25660632973425923,0.21372754308463215,-0.001232139280400841,-0.008045909588246924,0.26201608461295267,0.16903258006141442,0.17681730513063088,0.13621850991036674,-0.026740467923785104,-0.04268363912150829,0.169355531184839,4285,18.99543792964845,32.33239754651666,26.929670428663652,-0.15524954933050597,-1.0137846081191124,33.01402666123204,21.298105087738218,22.27898044645949,17.16353224870621,-3.3692989583969233,-5.3781385293100445,21.338796929289714
4777,0.02604618152101297,0.22568567422896424,0.1912748446669856,-0.0069356922059052644,0.0431576574815238,0.24406468230675915,-0.0043803022764667306,0.15135793361095257,0.12659551147139855,-0.02784364428418655,0.009328243039582788,0.16117073922844743,4777,2.682756696664336,23.245624445583317,19.701309000699517,-0.7143762972082423,4.445238720596952,25.138662277596193,-0.45117113447607327,15.589867161928115,13.03933768155405,-2.8678953612712146,0.9608090330770271,16.600586140530087
3804,0.009015554545493153,0.2249113677422857,0.21074392899712302,-0.009843359512821791,0.01882039240115871,0.23347236103133667,-0.012431895084969022,0.15207887437979853,0.1382932256854848,-0.030709237559030093,-0.0005110094822630468,0.15244509315990942,3804,2.17274864546385,54.20363962589086,50.78928688830665,-2.372249642590052,4.535714568679249,56.26683900855214,-2.996086715477534,36.65100872553145,33.328667390201836,-7.400926251726252,-0.12315328522539426,36.73926745153817
4000,0.15495454784074383,0.22645370516711408,0.19904234486499536,0.003923775279872905,-0.0026035611941514123,0.23680623598499512,0.12203867808404427,0.1504950905829815,0.12819492901764165,-0.021984986434348933,-0.031176662658276153,0.15347424962839074,4000,40.13322789075265,58.65150963828255,51.551967320033796,1.0162577974870826,-0.6743223492852157,61.332815120113736,31.608017623767466,38.978228460992206,33.202486615569185,-5.694111486496373,-8.074755628493524,39.7498306537532
4189,-0.015729714299690188,0.2195371700455565,0.19062692674660073,-0.009184057560900748,0.012396695002354793,0.23387601243691172,-0.04436212580041925,0.15409390164730985,0.12252633522701059,-0.029183813044626392,-0.014482850670797036,0.15436408576017707,4189,-2.0291331446600345,28.320294935876788,24.590873550311493,-1.1847434253561966,1.5991736553037683,30.170005604361613,-5.722714228254083,19.878113312502972,15.805897244284367,-3.7647118827568047,-1.8682877365328177,19.912967063062844
4262,0.1883804343832237,0.24999373582913204,0.22496563139002138,-0.00770426238010893,0.03488284367192087,0.2787068496062342,0.2254958615870058,0.16826002552983477,0.15532658726093296,-0.026807633392945417,0.018039677712027278,0.1909229310532905,4262,36.73418470472862,48.74877848668075,43.86829812105417,-1.5023311641212413,6.8021545160245696,54.34783567321567,43.97169300946613,32.81070497831778,30.28868451588193,-5.227488511624356,3.517737153845319,37.22997155539165
4284,0.028524316549603284,0.22981639681541277,0.19872239251901275,-0.00599662629184433,0.011166697460329495,0.23695085622061293,0.004692073453361286,0.1660903787116705,0.13605286948319156,-0.028129064781672698,0.02324918708506416,0.16226920830768993,4284,0.5704863309920657,4.596327936308255,3.9744478503802547,-0.11993252583688659,0.2233339492065899,4.739017124412259,0.09384146906722571,3.3218075742334103,2.721057389663831,-0.5625812956334539,0.4649837417012832,3.2453841661537988
4426,-0.009749057109967277,0.22482554589856543,0.21339360443954444,-0.007608461011219226,0.0006529451694381423,0.25152827200850025,-0.04909511836538409,0.1502989235217334,0.14066988517477524,-0.027662853780128095,-0.023714145717748006,0.16143818108956134,4426,-2.1447925641928007,49.461620097684396,46.946592976699776,-1.6738614224682296,0.1436479372763913,55.33621984187006,-10.8009260403845,33.06576317478135,30.947374738450556,-6.085827831628181,-5.217112057904561,35.516399839703496
